case,num_errors,error_dict,fidelity,alpha,beta,alpha_rec,beta_rec
942,2,"{4: 'Z', 6: 'Z'}",0.03280100606514329,0.8568185468630305,(-0.10568776839463635+0.5046702620159885j),(-0.10568776839463631+0.5046702620159885j),(0.8568185468630305+0j)
943,2,"{2: 'Y', 3: 'X'}",0.0,0.8786732979299342,(0.06968970370821179+0.4723098354914862j),0j,0j
944,3,"{4: 'X', 3: 'Z', 0: 'X'}",0.0,0.7341460550115008,(0.6788692832224789-0.012886667841152812j),0j,0j
945,1,{8: 'Z'},1.0,0.7410393500386561,(0.6559707312141285-0.1433983315268617j),(0.7410393500386561+0j),(0.6559707312141285-0.14339833152686174j)
946,2,"{2: 'Y', 3: 'Z'}",0.0,0.3024956972471332,(0.08400261664630711-0.9494418958227746j),0j,0j
947,1,{1: 'Y'},1.0,0.09618524862062475,(0.9382233422888602+0.3323933782916094j),(0.09618524862062469+0j),(0.9382233422888602+0.3323933782916094j)
948,2,"{4: 'X', 2: 'Y'}",0.0,0.013364186415547511,(0.8393306007775257-0.5434570278503059j),0j,0j
949,1,{0: 'X'},1.0000000000000004,0.12849340150604455,(-0.3186810573856733-0.9391122560338331j),(0.12849340150604457+0j),(-0.3186810573856733-0.9391122560338332j)
950,3,"{1: 'Z', 0: 'Y', 4: 'Z'}",0.0,0.7656975713326813,(0.10918160307422803-0.6338663950749993j),0j,0j
951,1,{0: 'Z'},1.0,0.751853102926193,(-0.5902721161588851-0.29376136659807245j),(0.7518531029261931+0j),(-0.5902721161588852-0.29376136659807245j)
952,2,"{4: 'X', 8: 'Y'}",0.0,0.9227513831945128,(-0.3662405771727422+0.11999051814535207j),0j,0j
953,3,"{1: 'X', 3: 'Z', 0: 'Y'}",0.0,0.9759911473165133,(0.20955668232297972+0.05939088527360015j),0j,0j
954,3,"{8: 'X', 6: 'Y', 7: 'X'}",0.1554656954148391,0.5503220039684611,(-0.22045543848728466-0.8053229734643835j),-0.5503220039684611j,(0.8053229734643835-0.22045543848728466j)
955,2,"{2: 'Z', 4: 'Z'}",0.02592408021158257,0.4345161346972703,(0.1852745533862548-0.8814017634173803j),(0.18527455338625476-0.8814017634173802j),(0.4345161346972702+0j)
956,2,"{1: 'X', 3: 'Y'}",0.0,0.24523860087562155,(0.9220792024855934-0.29937931288601016j),0j,0j
957,2,"{8: 'Y', 5: 'Z'}",0.0,0.9950683722528676,(-0.05945186860420358+0.0794003139886553j),0j,0j
958,3,"{7: 'Z', 5: 'X', 8: 'Z'}",1.0,0.7291555643342563,(0.6840634967850087+0.019730569344506847j),(0.7291555643342564+0j),(0.6840634967850089+0.019730569344506853j)
959,1,{6: 'X'},1.0,0.5155950627826263,(0.856759325337708+0.011188819466546068j),(0.5155950627826263+0j),(0.856759325337708+0.01118881946654607j)
960,3,"{2: 'Y', 1: 'X', 7: 'Y'}",0.0,0.016267055920313907,(0.7927772210646901-0.6092943957174011j),0j,0j
961,3,"{0: 'X', 5: 'Z', 1: 'Z'}",0.0,0.33129046961819897,(0.39001352464696953+0.8591484594251454j),0j,0j
962,1,{6: 'Y'},1.0000000000000009,0.7870655700467587,(-0.5785525421693639+0.21402042985737887j),(0.7870655700467589+0j),(-0.5785525421693639+0.21402042985737887j)
963,3,"{5: 'X', 8: 'Z', 7: 'X'}",0.0,0.8831338823455016,(0.17145272807286369+0.4366675026719235j),0j,0j
964,1,{7: 'Y'},1.0,0.018167415400580957,(-0.15424309726004362-0.9878658876412787j),(0.01816741540058096+0j),(-0.15424309726004368-0.9878658876412788j)
965,2,"{8: 'Z', 5: 'Z'}",0.3755066734163204,0.8585492071755086,(0.3568729596633179-0.3681507157665857j),(0.3568729596633179-0.36815071576658576j),(0.8585492071755088+0j)
966,1,{3: 'X'},1.0,0.2523514628198878,(0.6608010277580019+0.7068668480885428j),(0.2523514628198878+0j),(0.660801027758002+0.7068668480885429j)
967,2,"{0: 'X', 1: 'Z'}",1.0000000000000004,0.3629444470673999,(0.9270965456709178+0.09361262387088157j),-0.3629444470674j,(0.0936126238708816-0.927096545670918j)
968,2,"{5: 'Z', 4: 'X'}",1.0000000000000004,0.3341057612393412,(0.3575071574278163-0.8721020425928165j),-0.33410576123934127j,(-0.8721020425928167-0.3575071574278164j)
969,3,"{2: 'X', 1: 'Y', 6: 'X'}",0.0,0.4280947228951466,(0.5938360758904307+0.6812441729661856j),0j,0j
970,1,{3: 'X'},1.0000000000000004,0.9807144622439585,(0.026204563703537364-0.19368134754449276j),(0.9807144622439585+0j),(0.026204563703537378-0.19368134754449276j)
971,2,"{3: 'Z', 0: 'Z'}",0.3344516748660504,0.8924102104623748,(-0.3240202563806125-0.314030077727504j),(-0.3240202563806126-0.3140300777275041j),(0.8924102104623748+0j)
972,3,"{8: 'Y', 6: 'X', 0: 'Z'}",0.0,0.3416318550333295,(0.9339128864762862+0.10532993923864929j),0j,0j
973,2,"{0: 'Z', 5: 'Y'}",0.0,0.40822175634631597,(0.1762399128527139+0.8957089319434058j),0j,0j
974,3,"{2: 'X', 1: 'Z', 6: 'Z'}",0.0,0.6586043690787686,(-0.09543338867124038+0.7464132590978546j),0j,0j
975,3,"{7: 'Y', 3: 'X', 4: 'Y'}",0.0,0.08231864411154466,(-0.9732045771353593+0.21470093589554548j),0j,0j
976,1,{1: 'X'},1.0,0.9838917631905909,(0.1783291453152417-0.012478551872935425j),(0.983891763190591+0j),(0.1783291453152418-0.012478551872935425j)
977,1,{5: 'X'},1.0,0.006169478269846429,(-0.9931961745803465-0.11628970864545025j),(0.006169478269846465+0j),(-0.9931961745803467-0.11628970864545027j)
978,3,"{6: 'Z', 7: 'X', 2: 'Z'}",0.0,0.7548244153986922,(0.601165016748492+0.2623751599443209j),0j,0j
979,3,"{2: 'Y', 4: 'Y', 3: 'Y'}",0.0,0.2727146257576182,(-0.5993246720723236-0.7526198710792081j),0j,0j
980,1,{2: 'Y'},1.0000000000000004,0.30175325974830935,(-0.7562530470714731-0.5805396618891612j),(0.30175325974830935+0j),(-0.7562530470714732-0.5805396618891613j)
981,2,"{7: 'Z', 5: 'Z'}",0.03776750837523881,0.9911166471084781,(0.0980402478925238-0.0898660203726684j),(0.09804024789252384-0.0898660203726684j),(0.9911166471084782+0j)
982,3,"{2: 'X', 6: 'Z', 5: 'X'}",0.0,0.689941648469555,(0.6982222207453144+0.1909613891984309j),0j,0j
983,3,"{5: 'Y', 0: 'Z', 2: 'X'}",0.0,0.4072289456018939,(0.9115822550440928+0.05641257087472916j),0j,0j
984,3,"{7: 'X', 8: 'Z', 6: 'Z'}",1.0,0.7274692377010508,(0.6065263369793438-0.3208026040247673j),(0.7274692377010509+0j),(0.6065263369793438-0.3208026040247673j)
985,3,"{5: 'Z', 6: 'X', 7: 'Y'}",0.0,0.32921348196846856,(0.9375014818539884+0.11273621783514198j),0j,0j
986,3,"{2: 'X', 8: 'Y', 4: 'Z'}",0.0,0.3971892375044753,(0.1048469973587068+0.9117279291298895j),0j,0j
987,3,"{4: 'Z', 5: 'X', 7: 'X'}",0.0,0.9726481220200784,(-0.07786406874428992+0.2188442768943229j),0j,0j
988,3,"{1: 'Y', 7: 'Z', 3: 'X'}",0.0,0.9893766079326605,(-0.09664969006313855+0.10859449841664119j),0j,0j
989,2,"{6: 'X', 4: 'Y'}",0.0,0.8077758582502627,(-0.1107359870895722+0.5789954265720496j),0j,0j
990,3,"{3: 'Y', 7: 'X', 6: 'X'}",0.0,0.47373316867647186,(-0.010558147844210523-0.8806051387596199j),0j,0j
991,1,{2: 'X'},1.0000000000000004,0.9990119218881436,(0.015614214261457177+0.041609809400609654j),(0.9990119218881437+0j),(0.015614214261457256+0.041609809400609654j)
992,2,"{1: 'Y', 5: 'Y'}",0.0,0.14037899990567565,(0.9890353427747056+0.045856593070164896j),0j,0j
993,3,"{8: 'Y', 4: 'Z', 0: 'Z'}",0.7619508068427598,0.7318181970021617,(-0.5963898818538304-0.3297896835240295j),(0.3297896835240295-0.5963898818538305j),0.7318181970021618j
994,2,"{3: 'Z', 0: 'Z'}",0.36886782096259574,0.4390062449908515,(-0.69172694181673+0.5733998210881364j),(-0.6917269418167299+0.5733998210881364j),(0.4390062449908515+0j)
995,1,{8: 'Y'},1.0,0.7101978653624464,(-0.5703218133243761+0.4127372303064262j),(0.7101978653624464+0j),(-0.570321813324376+0.4127372303064261j)
996,1,{1: 'X'},0.9999999999999996,0.3074697472084035,(0.5298005280370379-0.7904263122159307j),(0.3074697472084035+0j),(0.5298005280370379-0.7904263122159308j)
997,3,"{8: 'Y', 2: 'Y', 1: 'X'}",0.0,0.2811760495657686,(-0.9142855719185023+0.2915851884651301j),0j,0j
998,3,"{3: 'X', 0: 'Z', 1: 'X'}",0.0,0.6766282360837612,(-0.6598250479180662-0.3268105510446376j),0j,0j
999,3,"{6: 'X', 1: 'X', 3: 'X'}",0.0,0.3095348745668223,(0.9232997202499086-0.2273890674886154j),0j,0j
